검색 키워드,PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
Systematic,25819373,Self-management interventions for young people with chronic conditions: A systematic overview,"Sattoe JN, Bal MI, Roelofs PD, Bal R, Miedema HS, van Staa A.",Patient Educ Couns. 2015 Jun;98(6):704-15. doi: 10.1016/j.pec.2015.03.004. Epub 2015 Mar 17.,Sattoe JN,Patient Educ Couns,2015,2015/03/31,,,10.1016/j.pec.2015.03.004
Systematic,34716051,Learning from informed consent litigation to improve practices: A systematic review,"Giudici-Wach K, Gillois P, Remen T, Claudot F.",Patient Educ Couns. 2022 Jul;105(7):1714-1721. doi: 10.1016/j.pec.2021.10.009. Epub 2021 Oct 8.,Giudici-Wach K,Patient Educ Couns,2022,2021/10/30,,,10.1016/j.pec.2021.10.009
Systematic,30573297,Parent experiences and information needs related to bronchiolitis: A mixed studies systematic review,"Gates M, Shulhan-Kilroy J, Featherstone R, MacGregor T, Scott SD, Hartling L.",Patient Educ Couns. 2019 May;102(5):864-878. doi: 10.1016/j.pec.2018.12.013. Epub 2018 Dec 13.,Gates M,Patient Educ Couns,2019,2018/12/22,,,10.1016/j.pec.2018.12.013
Systematic,23246426,Working with interpreters in health care: a systematic review and meta-ethnography of qualitative studies,"Brisset C, Leanza Y, Laforest K.",Patient Educ Couns. 2013 May;91(2):131-40. doi: 10.1016/j.pec.2012.11.008. Epub 2012 Dec 13.,Brisset C,Patient Educ Couns,2013,2012/12/19,,,10.1016/j.pec.2012.11.008
Systematic,31837896,Tools to measure health literacy among Chinese speakers: A systematic review,"Zhang L, Ding D, Fethney J, Neubeck L, Gallagher R.",Patient Educ Couns. 2020 May;103(5):888-897. doi: 10.1016/j.pec.2019.11.028. Epub 2019 Nov 28.,Zhang L,Patient Educ Couns,2020,2019/12/16,,,10.1016/j.pec.2019.11.028
Systematic,26475728,Healthcare professional-patient relationships: Systematic review of theoretical models from a community pharmacy perspective,"Sabater-Galindo M, Fernandez-Llimos F, Sabater-Hernández D, Martínez-Martínez F, Benrimoj SI.",Patient Educ Couns. 2016 Mar;99(3):339-347. doi: 10.1016/j.pec.2015.09.010. Epub 2015 Oct 9.,Sabater-Galindo M,Patient Educ Couns,2016,2015/10/18,,,10.1016/j.pec.2015.09.010
Systematic,24795074,Assessment of implementation fidelity in diabetes self-management education programs: a systematic review,"Schinckus L, Van den Broucke S, Housiaux M; Diabetes Literacy Consortium.",Patient Educ Couns. 2014 Jul;96(1):13-21. doi: 10.1016/j.pec.2014.04.002. Epub 2014 Apr 21.,Schinckus L,Patient Educ Couns,2014,2014/05/06,,,10.1016/j.pec.2014.04.002
Systematic,33191059,Observing cultural competence of healthcare professionals: A systematic review of observational assessment instruments,"Jager M, den Boeft A, Versteeg-Pieterse A, Leij-Halfwerk S, Pelgrim T, van der Sande R, van den Muijsenbergh M.",Patient Educ Couns. 2021 Apr;104(4):750-759. doi: 10.1016/j.pec.2020.10.010. Epub 2020 Oct 27.,Jager M,Patient Educ Couns,2021,2020/11/16,,,10.1016/j.pec.2020.10.010
Systematic,33573915,Mobile apps for weight management in children and adolescents; An updated systematic review,"Langarizadeh M, Sadeghi M, As'habi A, Rahmati P, Sheikhtaheri A.",Patient Educ Couns. 2021 Sep;104(9):2181-2188. doi: 10.1016/j.pec.2021.01.035. Epub 2021 Feb 2.,Langarizadeh M,Patient Educ Couns,2021,2021/02/12,,,10.1016/j.pec.2021.01.035
Systematic,36989861,The use of technology in vaccine safety communication: A systematic review of randomised controlled trials,"Panickar R, Aziz Z, Mohd Sani N, Kamarulzaman A.",Patient Educ Couns. 2023 Jul;112:107707. doi: 10.1016/j.pec.2023.107707. Epub 2023 Mar 17.,Panickar R,Patient Educ Couns,2023,2023/03/29,,,10.1016/j.pec.2023.107707
Systematic,26879805,A systematic review of Motivational Interviewing interventions in cancer patients and survivors,"Spencer JC, Wheeler SB.",Patient Educ Couns. 2016 Jul;99(7):1099-1105. doi: 10.1016/j.pec.2016.02.003. Epub 2016 Feb 8.,Spencer JC,Patient Educ Couns,2016,2016/02/17,,,10.1016/j.pec.2016.02.003
Systematic,40367552,Determinants of shared decision-making between people with dementia and informal caregivers: A systematic review,"Liu H, Lou VWQ, Mo T.",Patient Educ Couns. 2025 Aug;137:108815. doi: 10.1016/j.pec.2025.108815. Epub 2025 May 1.,Liu H,Patient Educ Couns,2025,2025/05/14,,,10.1016/j.pec.2025.108815
Systematic,34620518,Effectiveness of technological interventions to improve healthcare communication with children with long-term conditions: A systematic review and meta-analysis of randomised controlled trials,"Dorgeat E, Adeleye A, Lifford KJ, Edwards A.",Patient Educ Couns. 2022 Jun;105(6):1411-1426. doi: 10.1016/j.pec.2021.09.033. Epub 2021 Sep 29.,Dorgeat E,Patient Educ Couns,2022,2021/10/08,,,10.1016/j.pec.2021.09.033
Systematic,24795073,Does improving patient-practitioner communication improve clinical outcomes in patients with cardiovascular diseases? A systematic review of the evidence,"Schoenthaler A, Kalet A, Nicholson J, Lipkin M Jr.",Patient Educ Couns. 2014 Jul;96(1):3-12. doi: 10.1016/j.pec.2014.04.006. Epub 2014 Apr 21.,Schoenthaler A,Patient Educ Couns,2014,2014/05/06,PMC4091848,NIHMS589273,10.1016/j.pec.2014.04.006
Systematic,35927110,Effectiveness of motivational interviewing among patients with COPD: A systematic review with meta-analysis and trial sequential analysis of randomized controlled trials,"Wang C, Liu K, Sun X, Yin Y, Tang T.",Patient Educ Couns. 2022 Nov;105(11):3174-3185. doi: 10.1016/j.pec.2022.07.019. Epub 2022 Jul 28.,Wang C,Patient Educ Couns,2022,2022/08/04,,,10.1016/j.pec.2022.07.019
Systematic,36731167,Patient generated research priorities to improve diagnostic safety: A systematic prioritization exercise,"Zwaan L, Smith KM, Giardina TD, Hooftman J, Singh H.",Patient Educ Couns. 2023 May;110:107650. doi: 10.1016/j.pec.2023.107650. Epub 2023 Jan 27.,Zwaan L,Patient Educ Couns,2023,2023/02/02,,,10.1016/j.pec.2023.107650
Systematic,34376303,Making decisions on your own: Self-administered decision aids about colorectal cancer screening - A systematic review and meta-analyses,"Larsen MB, Stokholm R, Kirkegaard P, Laursen HS, Gabel P, Andersen B.",Patient Educ Couns. 2022 Mar;105(3):534-546. doi: 10.1016/j.pec.2021.07.035. Epub 2021 Jul 24.,Larsen MB,Patient Educ Couns,2022,2021/08/11,,,10.1016/j.pec.2021.07.035
Systematic,36459830,"Systematic review of self-management programs for prostate cancer patients, a quality of life and self-efficacy meta-analysis","Martín-Núñez J, Heredia-Ciuró A, Valenza-Peña G, Granados-Santiago M, Hernández-Hernández S, Ortiz-Rubio A, Valenza MC.",Patient Educ Couns. 2023 Feb;107:107583. doi: 10.1016/j.pec.2022.107583. Epub 2022 Nov 28.,Martín-Núñez J,Patient Educ Couns,2023,2022/12/02,,,10.1016/j.pec.2022.107583
Systematic,26954345,Exploring effectiveness and effective components of self-management interventions for young people with chronic physical conditions: A systematic review,"Bal MI, Sattoe JN, Roelofs PD, Bal R, van Staa A, Miedema HS.",Patient Educ Couns. 2016 Aug;99(8):1293-309. doi: 10.1016/j.pec.2016.02.012. Epub 2016 Mar 3.,Bal MI,Patient Educ Couns,2016,2016/03/09,,,10.1016/j.pec.2016.02.012
Systematic,31767245,Healthy together: A systematic review of theory and techniques used in health interventions for persons with chronic neurological conditions and their caregivers,"Fakolade A, Walters AJ, Cameron J, Latimer-Cheung AE, Pilutti LA.",Patient Educ Couns. 2020 Apr;103(4):788-803. doi: 10.1016/j.pec.2019.10.022. Epub 2019 Nov 5.,Fakolade A,Patient Educ Couns,2020,2019/11/27,,,10.1016/j.pec.2019.10.022
Systematic,29395475,A systematic review of parents' experiences and information needs related to their child's urinary tract infection,"Gates A, Shulhan J, Featherstone R, Scott SD, Hartling L.",Patient Educ Couns. 2018 Jul;101(7):1207-1215. doi: 10.1016/j.pec.2018.01.014. Epub 2018 Feb 1.,Gates A,Patient Educ Couns,2018,2018/02/04,,,10.1016/j.pec.2018.01.014
Systematic,34593262,Health professionals' view on the role of hope and communication challenges with patients in palliative care: A systematic narrative review,"Qama E, Diviani N, Grignoli N, Rubinelli S.",Patient Educ Couns. 2022 Jun;105(6):1470-1487. doi: 10.1016/j.pec.2021.09.025. Epub 2021 Sep 21.,Qama E,Patient Educ Couns,2022,2021/10/01,,,10.1016/j.pec.2021.09.025
Systematic,31439435,Effect of interventions including provision of personalised cancer risk information on accuracy of risk perception and psychological responses: A systematic review and meta-analysis,"Bayne M, Fairey M, Silarova B, Griffin SJ, Sharp SJ, Klein WMP, Sutton S, Usher-Smith JA.",Patient Educ Couns. 2020 Jan;103(1):83-95. doi: 10.1016/j.pec.2019.08.010. Epub 2019 Aug 11.,Bayne M,Patient Educ Couns,2020,2019/08/24,PMC6919334,,10.1016/j.pec.2019.08.010
Systematic,28465111,Long-term effectiveness of health coaching in rehabilitation and prevention: A systematic review,"Dejonghe LAL, Becker J, Froboese I, Schaller A.",Patient Educ Couns. 2017 Sep;100(9):1643-1653. doi: 10.1016/j.pec.2017.04.012. Epub 2017 Apr 23.,Dejonghe LAL,Patient Educ Couns,2017,2017/05/04,,,10.1016/j.pec.2017.04.012
Systematic,40037145,Systematic review of observational coding systems to assess patient-healthcare professional interactions,"Hillen MA, Mitchell KR, Schouten BC, Cyrus JW, Brown RF, Pieterse AH.",Patient Educ Couns. 2025 Jun;135:108718. doi: 10.1016/j.pec.2025.108718. Epub 2025 Feb 27.,Hillen MA,Patient Educ Couns,2025,2025/03/04,,,10.1016/j.pec.2025.108718
Systematic,39368436,Proactive physical activity programs in lung cancer surgical patients at short and mid-term: A systematic review and meta-analysis,"Heredia-Ciuró A, Raya-Benítez J, Calvache-Mateo A, Martín-Núñez J, Cabrera-Martos I, López-López L, Valenza MC.",Patient Educ Couns. 2025 Jan;130:108454. doi: 10.1016/j.pec.2024.108454. Epub 2024 Oct 2.,Heredia-Ciuró A,Patient Educ Couns,2025,2024/10/05,,,10.1016/j.pec.2024.108454
Systematic,32278626,The impact of communicating uncertain test results in cancer genetic counseling: A systematic mixed studies review,"Medendorp NM, van Maarschalkerweerd PEA, Murugesu L, Daams JG, Smets EMA, Hillen MA.",Patient Educ Couns. 2020 Sep;103(9):1692-1708. doi: 10.1016/j.pec.2020.03.015. Epub 2020 Mar 19.,Medendorp NM,Patient Educ Couns,2020,2020/04/13,,,10.1016/j.pec.2020.03.015
Systematic,32998839,Parent information needs and experience regarding acute otitis media in children: A systematic review,"Meherali S, Hartling L, Campbell A, Robin F, Scott S.",Patient Educ Couns. 2021 Mar;104(3):554-562. doi: 10.1016/j.pec.2020.09.013. Epub 2020 Sep 21.,Meherali S,Patient Educ Couns,2021,2020/10/01,,,10.1016/j.pec.2020.09.013
Systematic,20667432,A systematic review of motivational interviewing training for general health care practitioners,"Söderlund LL, Madson MB, Rubak S, Nilsen P.",Patient Educ Couns. 2011 Jul;84(1):16-26. doi: 10.1016/j.pec.2010.06.025. Epub 2010 Jul 25.,Söderlund LL,Patient Educ Couns,2011,2010/07/30,,,10.1016/j.pec.2010.06.025
Systematic,36182646,The effect of web-based preoperative information on parents of children who are going through elective ambulatory surgery: A systematic review and meta-analysis,"Nytun KL, Moldestad IO, Snibsøer AK, Espehaug B.",Patient Educ Couns. 2022 Dec;105(12):3389-3397. doi: 10.1016/j.pec.2022.09.006. Epub 2022 Sep 13.,Nytun KL,Patient Educ Couns,2022,2022/10/01,,,10.1016/j.pec.2022.09.006
Systematic,25304186,Do cancer helplines deliver benefits to people affected by cancer? A systematic review,"Clinton-McHarg T, Paul C, Boyes A, Rose S, Vallentine P, O'Brien L.",Patient Educ Couns. 2014 Dec;97(3):302-9. doi: 10.1016/j.pec.2014.09.004. Epub 2014 Sep 22.,Clinton-McHarg T,Patient Educ Couns,2014,2014/10/12,,,10.1016/j.pec.2014.09.004
Systematic,28238421,Promoting patient participation in healthcare interactions through communication skills training: A systematic review,"D'Agostino TA, Atkinson TM, Latella LE, Rogers M, Morrissey D, DeRosa AP, Parker PA.",Patient Educ Couns. 2017 Jul;100(7):1247-1257. doi: 10.1016/j.pec.2017.02.016. Epub 2017 Feb 16.,D'Agostino TA,Patient Educ Couns,2017,2017/02/28,PMC5466484,NIHMS853842,10.1016/j.pec.2017.02.016
Systematic,38377709,Healthcare professionals' perspectives on the challenges with managing polycystic ovary syndrome: A systematic review and meta-synthesis,"Guan M, Li R, Wang B, He T, Luo L, Zhao J, Lei J.",Patient Educ Couns. 2024 Jun;123:108197. doi: 10.1016/j.pec.2024.108197. Epub 2024 Feb 12.,Guan M,Patient Educ Couns,2024,2024/02/20,,,10.1016/j.pec.2024.108197
Systematic,34489147,Goals of care communication and higher-value care for patients with advanced-stage cancer: A systematic review of the evidence,"Cripe LD, Vater LB, Lilly JA, Larimer A, Hoffmann ML, Frankel RM.",Patient Educ Couns. 2022 May;105(5):1138-1151. doi: 10.1016/j.pec.2021.08.016. Epub 2021 Aug 27.,Cripe LD,Patient Educ Couns,2022,2021/09/07,,,10.1016/j.pec.2021.08.016
Systematic,33581968,Healthcare professionals' behaviour regarding the implementation of shared decision-making in screening programmes: A systematic review,"Hernández-Leal MJ, Pérez-Lacasta MJ, Feijoo-Cid M, Ramos-García V, Carles-Lavila M.",Patient Educ Couns. 2021 Aug;104(8):1933-1944. doi: 10.1016/j.pec.2021.01.032. Epub 2021 Jan 30.,Hernández-Leal MJ,Patient Educ Couns,2021,2021/02/14,,,10.1016/j.pec.2021.01.032
Systematic,25483575,Educational interventions for cancer pain. A systematic review of systematic reviews with nested narrative review of randomized controlled trials,"Adam R, Bond C, Murchie P.",Patient Educ Couns. 2015 Mar;98(3):269-82. doi: 10.1016/j.pec.2014.11.003. Epub 2014 Nov 18.,Adam R,Patient Educ Couns,2015,2014/12/09,,,10.1016/j.pec.2014.11.003
Systematic,33341329,The functions of adequate communication in the neonatal care unit: A systematic review and meta-synthesis of qualitative research,"Wreesmann WW, Lorié ES, van Veenendaal NR, van Kempen AAMW, Ket JCF, Labrie NHM.",Patient Educ Couns. 2021 Jul;104(7):1505-1517. doi: 10.1016/j.pec.2020.11.029. Epub 2020 Nov 28.,Wreesmann WW,Patient Educ Couns,2021,2020/12/20,,,10.1016/j.pec.2020.11.029
Systematic,29548600,Best-practices for the design and development of prescription medication information: A systematic review,"Mullen RJ, Duhig J, Russell A, Scarazzini L, Lievano F, Wolf MS.",Patient Educ Couns. 2018 Aug;101(8):1351-1367. doi: 10.1016/j.pec.2018.03.012. Epub 2018 Mar 8.,Mullen RJ,Patient Educ Couns,2018,2018/03/18,,,10.1016/j.pec.2018.03.012
Systematic,36167758,Health-related information needs and preferences for information of individuals with cardiovascular disease from underserved populations: A systematic review,"Vanzella LM, Pakosh M, Oh P, Ghisi G.",Patient Educ Couns. 2022 Dec;105(12):3398-3409. doi: 10.1016/j.pec.2022.09.008. Epub 2022 Sep 15.,Vanzella LM,Patient Educ Couns,2022,2022/09/27,,,10.1016/j.pec.2022.09.008
Systematic,21334159,A systematic review of psychosocial interventions for men with prostate cancer and their partners,"Chambers SK, Pinnock C, Lepore SJ, Hughes S, O'Connell DL.",Patient Educ Couns. 2011 Nov;85(2):e75-88. doi: 10.1016/j.pec.2011.01.027. Epub 2011 Feb 18.,Chambers SK,Patient Educ Couns,2011,2011/02/22,,,10.1016/j.pec.2011.01.027
Systematic,40939488,Does cancer literacy predict cancer screening intention or uptake? A systematic review,"Isonne C, Sinopoli A, Pistollato A, Sciurti A, Iera J, Migliara G, Marzuillo C, Villari P, Baccolini V.",Patient Educ Couns. 2025 Dec;141:109346. doi: 10.1016/j.pec.2025.109346. Epub 2025 Sep 8.,Isonne C,Patient Educ Couns,2025,2025/09/12,,,10.1016/j.pec.2025.109346
Systematic,35985906,"How do peer support interventions for the self-management of chronic pain, support basic psychological needs? A systematic review and framework synthesis using self-determination theory","Stenberg N, Gillison F, Rodham K.",Patient Educ Couns. 2022 Nov;105(11):3225-3234. doi: 10.1016/j.pec.2022.07.017. Epub 2022 Jul 27.,Stenberg N,Patient Educ Couns,2022,2022/08/19,,,10.1016/j.pec.2022.07.017
Systematic,31668490,Parents' experiences and information needs related to childhood fever: A systematic review,"Thompson AP, Nesari M, Hartling L, Scott SD.",Patient Educ Couns. 2020 Apr;103(4):750-763. doi: 10.1016/j.pec.2019.10.004. Epub 2019 Oct 9.,Thompson AP,Patient Educ Couns,2020,2019/11/01,,,10.1016/j.pec.2019.10.004
Systematic,33358253,The influence of online health information on health decisions: A systematic review,"Thapa DK, Visentin DC, Kornhaber R, West S, Cleary M.",Patient Educ Couns. 2021 Apr;104(4):770-784. doi: 10.1016/j.pec.2020.11.016. Epub 2020 Nov 21.,Thapa DK,Patient Educ Couns,2021,2020/12/28,,,10.1016/j.pec.2020.11.016
Systematic,31431309,Emotion work in interpreter-mediated consultations: A systematic literature review,"Theys L, Krystallidou D, Salaets H, Wermuth C, Pype P.",Patient Educ Couns. 2020 Jan;103(1):33-43. doi: 10.1016/j.pec.2019.08.006. Epub 2019 Aug 12.,Theys L,Patient Educ Couns,2020,2019/08/22,,,10.1016/j.pec.2019.08.006
Systematic,38355382,Assessing the educational quality of shared decision-making interventions for residents: A systematic review,"Spinnewijn L, Scheele F, Braat D, Aarts J.",Patient Educ Couns. 2024 Jun;123:108187. doi: 10.1016/j.pec.2024.108187. Epub 2024 Feb 3.,Spinnewijn L,Patient Educ Couns,2024,2024/02/14,,,10.1016/j.pec.2024.108187
Systematic,31711677,Systematic review of salutogenic-oriented lifestyle randomised controlled trials for adults with type 2 diabetes mellitus,"Polhuis CMM, Bouwman LI, Vaandrager L, Soedamah-Muthu SS, Koelen MA.",Patient Educ Couns. 2020 Apr;103(4):764-776. doi: 10.1016/j.pec.2019.10.017. Epub 2019 Oct 25.,Polhuis CMM,Patient Educ Couns,2020,2019/11/13,,,10.1016/j.pec.2019.10.017
Systematic,27765378,A systematic review of effectiveness of decision aids to assist older patients at the end of life,"Cardona-Morrell M, Benfatti-Olivato G, Jansen J, Turner RM, Fajardo-Pulido D, Hillman K.",Patient Educ Couns. 2017 Mar;100(3):425-435. doi: 10.1016/j.pec.2016.10.007. Epub 2016 Oct 11.,Cardona-Morrell M,Patient Educ Couns,2017,2016/10/22,,,10.1016/j.pec.2016.10.007
Systematic,33741232,Barriers and facilitators to the availability of efficacious self-directed digital health tools for adults living with cancer and their caregivers: A systematic literature review and author survey study,"Bamgboje-Ayodele A, Smith A', Short CE, Fardell JE, Shaw J, Beatty L, Higgins K, Tutelman PR, Chambers CT, Girgis A.",Patient Educ Couns. 2021 Oct;104(10):2480-2489. doi: 10.1016/j.pec.2021.03.012. Epub 2021 Mar 10.,Bamgboje-Ayodele A,Patient Educ Couns,2021,2021/03/20,,,10.1016/j.pec.2021.03.012
